,user_id,age,education_level,children,professional_interests,last_job,gender,country,self_initiative,flexibility,leadership,communication,creativity,customer_orientation,organization,problem_solving,resilience,goal_orientation,job_recommendations,job_ratings,created
777,12049,33.0,(Fach-)Abitur oder vergleichbar,keine,"[""Gesundheit, Soziales, Lehre und Erziehung"",""Unternehmensorganisation, Buchhaltung, Recht und Verwaltung"",""Bau, Architektur, Vermessung und Gebäudetechnik"",""Rohstoffgewinnung, Produktion und Fertigung""]",Mitarbeiter Callcenter/Mitarbeiterin Callcenter,m,de,33,94,89,89,83,83,94,61,44,83,"http://data.europa.eu/esco/occupation/8c8ec7a2-adbb-4d1a-9a56-a7048d66c00b,http://data.europa.eu/esco/occupation/d9004a14-bda2-4c63-ab64-17ca163ac1bd,http://data.europa.eu/esco/occupation/e1587bbb-2d4e-4726-839a-7f4895c440e7,http://data.europa.eu/esco/occupation/234be692-befb-41df-bdf0-e1b2f4eaf5e7,http://data.europa.eu/esco/occupation/b3867d0a-e902-4d88-b0c2-3e0d2cf35c83","0,0,0,0,0",2024-04-30 12:43:12
778,12051,53.0,(Fach-)Abitur oder vergleichbar,keine,"[""Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus"",""Gesundheit, Soziales, Lehre und Erziehung""]",,m,de,72,67,67,56,67,56,61,56,50,50,,,2024-04-30 18:06:57
779,12052,42.0,Bachelor oder vergleichbar,keine,"[""Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus""]",Fachverkäufer für Bäckerei- und Konditoreiwaren/Fachverkäuferin für Bäckerei- und Konditoreiwaren,f,andere,72,72,67,61,61,78,67,50,44,56,,,2024-05-01 19:01:33
780,12053,1.0,Bachelor oder vergleichbar,ein Kind,"[""Verkehr, Logistik, Schutz und Sicherheit""]",Kundenbetreuer/Kundenbetreuerin,f,andere,89,67,78,89,78,72,100,44,17,56,"http://data.europa.eu/esco/occupation/05ebeb56-6ceb-488d-ba91-ed15088efc8e,http://data.europa.eu/esco/occupation/e575efca-c3e4-43fe-8c46-327d310f795e,http://data.europa.eu/esco/occupation/79f8f68c-5509-4119-9373-8bef1c364d31","0,0,0",2024-05-01 20:57:53
781,12055,36.0,Abgeschlossene Ausbildung,drei Kinder,"[""Gesundheit, Soziales, Lehre und Erziehung"",""Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus"",""Verkehr, Logistik, Schutz und Sicherheit""]",Parkettleger/Parkettlegerin,m,de,50,78,78,78,83,61,89,67,67,72,"http://data.europa.eu/esco/occupation/4887c8a5-35d3-44c3-be69-346027e485f0,http://data.europa.eu/esco/occupation/a2fa73d0-7e51-456f-95c6-90f126f52ab8,http://data.europa.eu/esco/occupation/ec5b72d1-0206-4179-9abd-570c66bc44b9,http://data.europa.eu/esco/occupation/0f5cc4eb-925d-4b99-be6d-b0964a253a9a,http://data.europa.eu/esco/occupation/eb9479c6-5fdf-4f45-ace4-28b547b8c7e5","-1,0,-1,-1,0",2024-05-02 06:57:03
782,12058,59.0,Master/Diplom oder vergleichbar,keine,"[""Naturwissenschaft, Geografie und Informatik"",""Gesundheit, Soziales, Lehre und Erziehung""]",Fachplanerin für Gebäudetechnik,f,de,67,89,94,94,67,94,100,83,67,67,"http://data.europa.eu/esco/occupation/8c8ec7a2-adbb-4d1a-9a56-a7048d66c00b,http://data.europa.eu/esco/occupation/c90e5009-37f2-4dcd-aea2-362fc817bc98,http://data.europa.eu/esco/occupation/88c55070-444a-45db-abe3-7b95c40bc9ec,http://data.europa.eu/esco/occupation/f31f487b-4ce2-40f3-90e8-7d0011b4ef1d,http://data.europa.eu/esco/occupation/11695786-9fb7-4895-b161-0480419107e4","-1,1,-1,0,-1",2024-05-02 09:33:17
783,12059,46.0,Master/Diplom oder vergleichbar,ein Kind,"[""Unternehmensorganisation, Buchhaltung, Recht und Verwaltung""]",Einkaufsleiter/Einkaufsleiterin,f,andere,94,78,78,61,89,61,78,67,61,89,"http://data.europa.eu/esco/occupation/c85e39a4-2c40-413f-a171-45907ecdd599,http://data.europa.eu/esco/occupation/659b0ffd-337c-4a1f-82e3-2730812279de,http://data.europa.eu/esco/occupation/379a4f3f-4985-4764-8b2f-037946da855d,http://data.europa.eu/esco/occupation/32ac76f6-20a0-469e-8cac-e68634087dd3,http://data.europa.eu/esco/occupation/eda0d957-3c3c-4139-b89a-a18bc9e18897","0,0,0,0,0",2024-05-02 14:03:34
784,12060,40.0,Volks-/Hauptschulabschluss oder vergleichbar,keine,"[""Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus""]",Lagerarbeiter/Lagerarbeiterin,f,de,50,78,100,100,83,100,78,78,67,89,"http://data.europa.eu/esco/occupation/11695786-9fb7-4895-b161-0480419107e4,http://data.europa.eu/esco/occupation/4a1125ee-5728-4b1f-b655-7b8eb2e27660,http://data.europa.eu/esco/occupation/56bff5e1-3c76-4f45-b50e-e3a59bf1053e,http://data.europa.eu/esco/occupation/88c55070-444a-45db-abe3-7b95c40bc9ec,http://data.europa.eu/esco/occupation/812276dd-95ea-428b-b05e-a61c4089063c","-1,-1,-1,-1,-1",2024-05-02 23:43:43
785,12061,46.0,Bachelor oder vergleichbar,ein Kind,"[""Naturwissenschaft, Geografie und Informatik""]",Verkäufer/Verkäuferin,f,andere,67,61,67,67,72,67,61,72,44,61,"http://data.europa.eu/esco/occupation/5b3ef95b-7d99-4af9-b2d0-41c6bc33f58c,http://data.europa.eu/esco/occupation/fde4372d-8293-42de-afbb-8b5a9b274fe7,http://data.europa.eu/esco/occupation/9ce12690-c3bf-4135-b7a5-b666bb8c68f5,http://data.europa.eu/esco/occupation/165f32b8-756a-4ef3-87f1-83fbbdc60db7,http://data.europa.eu/esco/occupation/89b85c45-ddc7-4fe1-be5a-d3db2be11f3b","0,0,0,0,1",2024-05-03 10:32:20
786,12062,48.0,Promotion/PHD oder vergleichbar,zwei Kinder,"[""Bau, Architektur, Vermessung und Gebäudetechnik""]",Hochschullehrkraft für Architektur,m,andere,94,61,67,56,67,39,72,72,67,67,"http://data.europa.eu/esco/occupation/3b129d8d-268e-465a-b0c5-bf32cae59a41,http://data.europa.eu/esco/occupation/cd92596c-bd96-4126-8b67-7bf6ed2ca8fb,http://data.europa.eu/esco/occupation/b0480558-269d-4903-9bc7-f390cd6a6964,http://data.europa.eu/esco/occupation/e12f08fb-4748-4388-9489-b647df60332a,http://data.europa.eu/esco/occupation/2561879a-dd0a-454e-ae6e-9be6c488eb56","0,0,0,0,0",2024-05-03 11:07:27
787,12063,-45.0,Master/Diplom oder vergleichbar,keine,"[""Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus""]",Mitarbeiter in einer Aufklärungsstelle/Mitarbeiterin in einer Aufklärungsstelle,f,andere,72,56,72,44,72,83,78,78,39,72,"http://data.europa.eu/esco/occupation/e982a28b-9de2-460c-b85d-0f65ea0aa3ca,http://data.europa.eu/esco/occupation/234be692-befb-41df-bdf0-e1b2f4eaf5e7,http://data.europa.eu/esco/occupation/39a59c5c-4338-4480-bdc8-96328a491907,http://data.europa.eu/esco/occupation/73bdadf0-2175-4097-8f4d-b6dabeb0a030,http://data.europa.eu/esco/occupation/9c9752b7-3e3b-4a08-8553-b63a013f8072","1,-1,-1,0,1",2024-05-03 12:48:01
788,12064,45.0,Master/Diplom oder vergleichbar,zwei Kinder,"[""Unternehmensorganisation, Buchhaltung, Recht und Verwaltung"",""Gesundheit, Soziales, Lehre und Erziehung"",""Sprach-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst und Kultur""]",,f,de,83,72,89,100,83,94,94,72,67,78,,,2024-05-03 13:04:38
789,12065,21.0,(Fach-)Abitur oder vergleichbar,keine,"[""Naturwissenschaft, Geografie und Informatik"",""Unternehmensorganisation, Buchhaltung, Recht und Verwaltung""]",Wissenschaftliche Hilfskraft,m,de,100,100,100,89,83,89,61,100,78,83,"http://data.europa.eu/esco/occupation/580c98d4-fb97-4597-864c-54140f058f1b,http://data.europa.eu/esco/occupation/c3fc5265-6333-483f-9339-b4b860efa08d,http://data.europa.eu/esco/occupation/d9612966-e295-4d81-ba2b-9f36bad0b392,http://data.europa.eu/esco/occupation/b9b47087-6045-405d-b769-6a0c94e2eb84,http://data.europa.eu/esco/occupation/fe0fa514-b48d-4a53-9757-a283c0baacf0","-1,-1,-1,-1,1",2024-05-03 14:57:00
790,12067,43.0,Bachelor oder vergleichbar,keine,"[""Unternehmensorganisation, Buchhaltung, Recht und Verwaltung"",""Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus""]",Back-Office-Mitarbeiter/Back-Office-Mitarbeiterin,m,andere,100,72,78,89,78,78,94,72,72,89,"http://data.europa.eu/esco/occupation/8cce40c1-4479-47e7-b5fc-c976631d919f,http://data.europa.eu/esco/occupation/96be6ac3-5932-4bfc-933d-84b267d0d486,http://data.europa.eu/esco/occupation/1663e9d9-857b-4efa-9ab6-886c7fc763f6,http://data.europa.eu/esco/occupation/cd4f41a5-87a6-4b3c-8ee3-14e6f457c365,http://data.europa.eu/esco/occupation/04b52c04-0620-4558-8f89-e252de2963ff","0,0,0,0,0",2024-05-03 18:57:27
791,12068,20.0,(Werk-)Realschulabschluss oder vergleichbar,ein Kind,"[""Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus"",""Unternehmensorganisation, Buchhaltung, Recht und Verwaltung"",""Sprach-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst und Kultur""]",Bodensteward/Bodenstewardess,f,de,94,67,83,83,94,78,78,56,56,89,"http://data.europa.eu/esco/occupation/374d925a-107b-4c99-bc8b-75483441f062,http://data.europa.eu/esco/occupation/9af5fd79-d76e-4343-bc13-ff2d172aec62,http://data.europa.eu/esco/occupation/ce7d3362-5383-47d1-b66f-57b021c3d862,http://data.europa.eu/esco/occupation/068370e0-9c27-4814-87d0-44fbb3140815,http://data.europa.eu/esco/occupation/1d6fbb43-f4c7-4839-8099-55eae5d424a5","-1,1,1,1,-1",2024-05-04 01:41:31
792,12069,48.0,Abgeschlossene Ausbildung,ein Kind,"[""Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus""]",Consultant im Bereich Energie,,de,100,78,83,94,89,83,83,83,89,78,"http://data.europa.eu/esco/occupation/580c98d4-fb97-4597-864c-54140f058f1b,http://data.europa.eu/esco/occupation/8cce40c1-4479-47e7-b5fc-c976631d919f,http://data.europa.eu/esco/occupation/c784c2db-e636-429f-8492-3191790a58d7,http://data.europa.eu/esco/occupation/00030d09-2b3a-4efd-87cc-c4ea39d27c34,http://data.europa.eu/esco/occupation/11695786-9fb7-4895-b161-0480419107e4","1,1,1,1,1",2024-05-04 17:29:17
793,12072,57.0,(Fach-)Abitur oder vergleichbar,keine,"[""Gesundheit, Soziales, Lehre und Erziehung""]",Heilmasseur/Heilmasseurin,f,andere,83,72,83,83,83,72,78,61,39,89,"http://data.europa.eu/esco/occupation/44cd9d91-5552-4735-86b8-4b2c5d39efc8,http://data.europa.eu/esco/occupation/234be692-befb-41df-bdf0-e1b2f4eaf5e7,http://data.europa.eu/esco/occupation/cbde2432-cb7f-451f-a686-b22cad3957a6,http://data.europa.eu/esco/occupation/e1587bbb-2d4e-4726-839a-7f4895c440e7,http://data.europa.eu/esco/occupation/a10849c1-f0d8-4600-bca6-9549c2517650","0,1,1,1,0",2024-05-05 13:37:11
794,12073,40.0,Abgeschlossene Ausbildung,drei Kinder,"[""Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus"",""Unternehmensorganisation, Buchhaltung, Recht und Verwaltung"",""Gesundheit, Soziales, Lehre und Erziehung""]",Bürokaufmann/Bürokauffrau,f,andere,61,56,67,44,44,50,78,72,44,44,,,2024-05-05 17:19:08
795,12074,39.0,Bachelor oder vergleichbar,drei Kinder,"[""Gesundheit, Soziales, Lehre und Erziehung"",""Sprach-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst und Kultur""]",Einzelhändler/Einzelhändlerin,f,andere,61,72,100,56,94,61,94,61,61,67,"http://data.europa.eu/esco/occupation/1d6fbb43-f4c7-4839-8099-55eae5d424a5,http://data.europa.eu/esco/occupation/d2db926b-8b14-4686-9c98-fb0dc3a38cbb,http://data.europa.eu/esco/occupation/234be692-befb-41df-bdf0-e1b2f4eaf5e7,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69,http://data.europa.eu/esco/occupation/6482664d-48f4-4ff4-9346-584ac0e2f729","0,0,0,0,0",2024-05-05 22:49:05
796,12076,47.0,Volks-/Hauptschulabschluss oder vergleichbar,keine,"[""Verkehr, Logistik, Schutz und Sicherheit"",""Bau, Architektur, Vermessung und Gebäudetechnik"",""Naturwissenschaft, Geografie und Informatik"",""Unternehmensorganisation, Buchhaltung, Recht und Verwaltung""]",Ertragsmanager/Ertragsmanagerin,f,andere,94,72,100,72,67,83,100,61,67,72,"http://data.europa.eu/esco/occupation/6040c941-ab83-44b2-84e7-5cbfa1eafcdc,http://data.europa.eu/esco/occupation/d8ed1703-9c03-4ea0-83cc-b6169bc54ffd,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69,http://data.europa.eu/esco/occupation/8f9b20ff-86b3-478c-8054-73a220973d6f,http://data.europa.eu/esco/occupation/ffade2f4-2528-4dfd-b36a-6e4092be08ed","0,0,0,0,0",2024-05-06 05:03:31
797,12078,28.0,Bachelor oder vergleichbar,keine,"[""Land-, Forst- und Tierwirtschaft und Gartenbau"",""Rohstoffgewinnung, Produktion und Fertigung"",""Naturwissenschaft, Geografie und Informatik"",""Verkehr, Logistik, Schutz und Sicherheit"",""Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus"",""Unternehmensorganisation, Buchhaltung, Recht und Verwaltung"",""Gesundheit, Soziales, Lehre und Erziehung""]",Ausbilder im Bereich Transporttechnologie/Ausbilderin im Bereich Transporttechnologie,m,de,61,72,83,56,78,72,61,56,56,72,"http://data.europa.eu/esco/occupation/1009be17-7efd-45f1-a033-566bf179c588,http://data.europa.eu/esco/occupation/6e5ceba0-df96-465f-adb4-2e06ae715d43,http://data.europa.eu/esco/occupation/3b46ee4d-a220-4c83-ad90-937456596889,http://data.europa.eu/esco/occupation/bcead4e9-3697-4831-b62e-ddb83d7d469d,http://data.europa.eu/esco/occupation/5b3ef95b-7d99-4af9-b2d0-41c6bc33f58c","-1,-1,-1,-1,-1",2024-05-06 07:47:02
798,12079,37.0,(Werk-)Realschulabschluss oder vergleichbar,zwei Kinder,"[""Naturwissenschaft, Geografie und Informatik""]",IT-Anwendungsentwickler/IT-Anwendungsentwicklerin,m,de,89,94,94,83,94,83,83,72,72,89,"http://data.europa.eu/esco/occupation/1999bdfa-f9c4-4a0b-8565-0305108ca65e,http://data.europa.eu/esco/occupation/c7f5cab7-7cfb-47d7-890c-6b9c00a9eaaf,http://data.europa.eu/esco/occupation/217e7ae2-605d-4225-afd2-6319c2408116,http://data.europa.eu/esco/occupation/78faf623-2543-43a5-acb2-3c43a22d36e4,http://data.europa.eu/esco/occupation/998a0bf4-b1be-42ab-aee5-0096c9be3319","-1,-1,-1,1,0",2024-05-06 08:02:04
799,12080,42.0,Promotion/PHD oder vergleichbar,zwei Kinder,"[""Unternehmensorganisation, Buchhaltung, Recht und Verwaltung""]",Geschäftsführerin,f,de,67,67,78,67,78,83,83,72,67,67,,,2024-05-06 08:32:49
800,12081,24.0,(Fach-)Abitur oder vergleichbar,ein Kind,"[""Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus""]",Kosmetiker/Kosmetikerin,f,de,83,61,67,61,83,89,61,56,33,89,"http://data.europa.eu/esco/occupation/9c9752b7-3e3b-4a08-8553-b63a013f8072,http://data.europa.eu/esco/occupation/53ed8787-3423-4843-8c63-7be1877d29e2,http://data.europa.eu/esco/occupation/234be692-befb-41df-bdf0-e1b2f4eaf5e7,http://data.europa.eu/esco/occupation/26105840-8abb-4f91-a888-1211cb798b0b,http://data.europa.eu/esco/occupation/7f346896-a4fb-47a1-9572-13398bc297a6","1,-1,-1,-1,-1",2024-05-06 08:56:53
801,12082,0.0,(Fach-)Abitur oder vergleichbar,keine,"[""Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus"",""Naturwissenschaft, Geografie und Informatik"",""Verkehr, Logistik, Schutz und Sicherheit"",""Land-, Forst- und Tierwirtschaft und Gartenbau""]",Key Account Manager,m,de,94,89,100,94,89,94,94,94,83,94,"http://data.europa.eu/esco/occupation/31db6bd9-ee84-4a57-ac9e-87e243ba1c69,http://data.europa.eu/esco/occupation/c7f5cab7-7cfb-47d7-890c-6b9c00a9eaaf,http://data.europa.eu/esco/occupation/0af6fc82-8e5e-46c6-a4ca-a672ecf7704c,http://data.europa.eu/esco/occupation/c784c2db-e636-429f-8492-3191790a58d7,http://data.europa.eu/esco/occupation/580c98d4-fb97-4597-864c-54140f058f1b","0,0,0,0,0",2024-05-06 10:00:55
802,12083,50.0,Master/Diplom oder vergleichbar,zwei Kinder,"[""Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus"",""Sprach-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst und Kultur"",""Gesundheit, Soziales, Lehre und Erziehung""]",Bürokaufmann/Bürokauffrau,f,andere,56,61,72,78,56,78,78,83,61,56,"http://data.europa.eu/esco/occupation/789517fb-95ee-43d1-9530-c2860be1a439,http://data.europa.eu/esco/occupation/42381741-f3a7-4b26-b35c-da6fad9f1cfd,http://data.europa.eu/esco/occupation/64e909ad-1bd0-493c-a8dc-1afbed0c9c2f,http://data.europa.eu/esco/occupation/4daee8bd-8400-4da6-ba52-30d4c193d1a9,http://data.europa.eu/esco/occupation/0d442b70-5413-4820-bebf-36dd5ce437ac","0,0,0,0,0",2024-05-06 11:44:58
803,12087,46.0,Master/Diplom oder vergleichbar,ein Kind,"[""Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus""]",Digital-Marketing-Manager/Digital-Marketing-Managerin,f,andere,78,83,61,56,67,33,78,83,17,61,"http://data.europa.eu/esco/occupation/1d196f32-05ca-4ea5-a347-4fccbb3da863,http://data.europa.eu/esco/occupation/d5eb6150-bbff-4a9c-9d0c-21eab4dbe2b6,http://data.europa.eu/esco/occupation/080fc550-b7ca-4576-aaf5-06fffbede994,http://data.europa.eu/esco/occupation/9c9752b7-3e3b-4a08-8553-b63a013f8072,http://data.europa.eu/esco/occupation/2171a849-4065-411c-8390-835b7782ed8b","-1,-1,-1,1,-1",2024-05-06 14:08:58
804,12086,48.0,Master/Diplom oder vergleichbar,zwei Kinder,"[""Land-, Forst- und Tierwirtschaft und Gartenbau"",""Bau, Architektur, Vermessung und Gebäudetechnik"",""Gesundheit, Soziales, Lehre und Erziehung"",""Sprach-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst und Kultur""]",Qualitätsmanager/Qualitätsmanagerin,f,de,94,83,89,67,94,72,94,61,33,67,"http://data.europa.eu/esco/occupation/cbde2432-cb7f-451f-a686-b22cad3957a6,http://data.europa.eu/esco/occupation/e1587bbb-2d4e-4726-839a-7f4895c440e7,http://data.europa.eu/esco/occupation/44cd9d91-5552-4735-86b8-4b2c5d39efc8,http://data.europa.eu/esco/occupation/08edf4c5-3551-4690-9d09-f9b8b9194c90,http://data.europa.eu/esco/occupation/e575efca-c3e4-43fe-8c46-327d310f795e","1,1,-1,-1,-1",2024-05-06 14:14:49
805,12090,32.0,Abgeschlossene Ausbildung,ein Kind,"[""Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus"",""Gesundheit, Soziales, Lehre und Erziehung""]",Alten- und Krankenpflegehelfer,f,de,94,94,56,78,94,89,100,83,72,78,"http://data.europa.eu/esco/occupation/ed976196-3d5d-4121-9367-e1022af603fa,http://data.europa.eu/esco/occupation/f60dc59b-7681-45d4-8114-b3a646e02ab2,http://data.europa.eu/esco/occupation/49713da4-4e97-4f82-bd1c-16ce7f9179b7,http://data.europa.eu/esco/occupation/095169ac-feee-4fcf-bff7-222ab6d84bc4,http://data.europa.eu/esco/occupation/04b52c04-0620-4558-8f89-e252de2963ff","-1,-1,-1,-1,0",2024-05-07 07:58:34
806,12092,35.0,Abgeschlossene Ausbildung,ein Kind,"[""Verkehr, Logistik, Schutz und Sicherheit"",""Rohstoffgewinnung, Produktion und Fertigung""]",Maschinenbediener im Bereich Wellenlöten/Maschinenbedienerin im Bereich Wärmebehandlung,f,de,39,61,67,61,44,56,72,67,78,56,"http://data.europa.eu/esco/occupation/cd19e8d1-6abd-4c99-a9bb-85e7c30aca31,http://data.europa.eu/esco/occupation/db55bf08-3ad3-4bf6-bf59-7f9f426a6de5,http://data.europa.eu/esco/occupation/260b01cc-7dd6-4584-8863-cae5426819c6,http://data.europa.eu/esco/occupation/107865e2-ba60-4e4f-b57d-4dd5064f517f,http://data.europa.eu/esco/occupation/b12b14fd-5b74-40c6-afd9-dd35b34e27ed","-1,1,-1,1,1",2024-05-07 10:16:55
807,11820,35.0,Master/Diplom oder vergleichbar,zwei Kinder,"[""Gesundheit, Soziales, Lehre und Erziehung""]",Projektmanager/Projektmanagerin,f,de,94,72,72,67,72,72,67,44,56,61,"http://data.europa.eu/esco/occupation/36494988-69d2-4420-9db4-eb56605ac983,http://data.europa.eu/esco/occupation/2e8820ba-5b2d-4572-92a1-942dbd02a6d6,http://data.europa.eu/esco/occupation/abae06d8-525f-4a2d-8bbd-67b559aad8f2,http://data.europa.eu/esco/occupation/0b2d3242-22a3-4de5-bd29-efd39cdf2c31,http://data.europa.eu/esco/occupation/f9395e4d-d66f-49ce-a8f5-721991139e79","0,0,0,0,0",2024-05-07 12:53:30
808,12094,50.0,Bachelor oder vergleichbar,zwei Kinder,"[""Unternehmensorganisation, Buchhaltung, Recht und Verwaltung""]",Leiter eines Altenwohnheims/Leiterin eines Altenwohnheims,m,de,83,83,94,83,94,83,78,83,78,100,"http://data.europa.eu/esco/occupation/b9b47087-6045-405d-b769-6a0c94e2eb84,http://data.europa.eu/esco/occupation/f8f34041-3640-41a9-852e-c5a7574de780,http://data.europa.eu/esco/occupation/8cce40c1-4479-47e7-b5fc-c976631d919f,http://data.europa.eu/esco/occupation/de99886e-59e3-432d-ba53-9652dbe378d6,http://data.europa.eu/esco/occupation/580c98d4-fb97-4597-864c-54140f058f1b","0,0,0,0,0",2024-05-07 17:55:13
809,12097,38.0,Volks-/Hauptschulabschluss oder vergleichbar,zwei Kinder,"[""Verkehr, Logistik, Schutz und Sicherheit""]",Küchenleiter/Küchenleiterin,m,andere,67,67,72,67,67,67,72,100,83,100,"http://data.europa.eu/esco/occupation/23a61ff1-c954-4867-b982-a018b535f98b,http://data.europa.eu/esco/occupation/f14194e2-8e7f-4fc9-9c8c-78d9ae2e7284","0,0",2024-05-07 21:19:18
810,12098,34.0,Abgeschlossene Ausbildung,ein Kind,"[""Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus""]",Arbeitsschutzbeauftragter/Arbeitsschutzbeauftragte,f,de,67,67,72,67,67,89,67,61,67,67,"http://data.europa.eu/esco/occupation/a1b86a8b-ad91-4192-b386-bbf89bb11699,http://data.europa.eu/esco/occupation/3f32394b-f1b1-48ef-96ee-74405fb7c6b6,http://data.europa.eu/esco/occupation/26087cc4-6226-41b0-9f97-9564ebe90dce,http://data.europa.eu/esco/occupation/8dded776-dc04-4099-a32c-7c5a41ee00e1,http://data.europa.eu/esco/occupation/29fa406d-de89-4515-be8d-0fe7bda993f1","1,-1,-1,-1,-1",2024-05-08 00:35:36
811,12100,50.0,Abgeschlossene Ausbildung,keine,"[""Gesundheit, Soziales, Lehre und Erziehung"",""Sprach-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst und Kultur"",""Land-, Forst- und Tierwirtschaft und Gartenbau""]",Gesundheits und Krankenpflegerin,f,andere,67,67,61,72,83,94,78,94,89,89,,,2024-05-08 07:19:27
812,12102,35.0,Abgeschlossene Ausbildung,ein Kind,"[""Unternehmensorganisation, Buchhaltung, Recht und Verwaltung"",""Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus""]",,f,de,83,78,89,78,89,89,94,78,67,89,"http://data.europa.eu/esco/occupation/96be6ac3-5932-4bfc-933d-84b267d0d486,http://data.europa.eu/esco/occupation/56bff5e1-3c76-4f45-b50e-e3a59bf1053e,http://data.europa.eu/esco/occupation/11695786-9fb7-4895-b161-0480419107e4,http://data.europa.eu/esco/occupation/c784c2db-e636-429f-8492-3191790a58d7,http://data.europa.eu/esco/occupation/2af80b12-a73a-4cc2-8af1-d26a1e60738d","-1,0,-1,-1,-1",2024-05-08 08:40:53
813,12105,47.0,Volks-/Hauptschulabschluss oder vergleichbar,keine,"[""Gesundheit, Soziales, Lehre und Erziehung""]",Betreuungskraft,f,de,61,67,56,67,56,67,67,78,72,61,"http://data.europa.eu/esco/occupation/fde4372d-8293-42de-afbb-8b5a9b274fe7,http://data.europa.eu/esco/occupation/7005c266-d1a9-42ac-8c36-b42d5d755463,http://data.europa.eu/esco/occupation/abae06d8-525f-4a2d-8bbd-67b559aad8f2,http://data.europa.eu/esco/occupation/7d8b3c73-20f8-467e-91e4-00378673a2cd,http://data.europa.eu/esco/occupation/34c57104-ff9b-4003-809e-56eece3cb4d5","-1,-1,-1,-1,-1",2024-05-08 09:53:53
814,12106,26.0,Abgeschlossene Ausbildung,keine,"[""Kaufmännische Dienstleistungen, Warenhandel, Vertrieb, Hotel und Tourismus"",""Unternehmensorganisation, Buchhaltung, Recht und Verwaltung""]",Einzelhändler/Einzelhändlerin,f,andere,50,61,56,33,56,61,67,72,67,61,"http://data.europa.eu/esco/occupation/7bcafcd7-3f35-4a72-849c-c92b334927fd,http://data.europa.eu/esco/occupation/50609eb5-9957-4cbf-9b91-6f46ce49cfad,http://data.europa.eu/esco/occupation/e982a28b-9de2-460c-b85d-0f65ea0aa3ca,http://data.europa.eu/esco/occupation/32fafe2c-0099-4852-889e-46614ce9a9ae,http://data.europa.eu/esco/occupation/8d586ee9-0ab1-4155-a3b0-2ca786c8e48c","1,1,1,1,1",2024-05-08 10:28:27
815,12108,48.0,Volks-/Hauptschulabschluss oder vergleichbar,keine,,,f,de,100,100,100,100,100,100,100,100,100,100,"http://data.europa.eu/esco/occupation/31db6bd9-ee84-4a57-ac9e-87e243ba1c69,http://data.europa.eu/esco/occupation/b9b47087-6045-405d-b769-6a0c94e2eb84,http://data.europa.eu/esco/occupation/09c2b506-cefa-4ba3-b868-a9c2bc4fc6f1,http://data.europa.eu/esco/occupation/c2efadc4-6f47-4f34-997b-dd80aba609dd,http://data.europa.eu/esco/occupation/99b096eb-a628-4e69-a79b-0563f2ed1b93","-1,1,-1,1,1",2024-05-08 18:21:08
